net,initial,unsafe,oracle_states_exhausted,agrees
conservative_08,"[2, 0]",True,2,True
conservative_08,"[2, 1]",True,3,True
conservative_08,"[2, 2]",True,4,True
conservative_08,"[2, 3]",True,5,True
conservative_08,"[2, 4]",True,6,True
conservative_08,"[3, 0]",True,3,True
conservative_08,"[3, 1]",True,4,True
conservative_08,"[3, 2]",True,5,True
conservative_08,"[3, 3]",True,6,True
conservative_08,"[4, 0]",True,4,True
conservative_08,"[4, 1]",True,5,True
conservative_08,"[4, 2]",True,6,True
conservative_08,"[5, 0]",True,5,True
conservative_08,"[5, 1]",True,6,True
conservative_08,"[6, 0]",True,6,True
conservative_09,"[0, 0]",False,1,True
conservative_09,"[0, 1]",False,2,True
conservative_09,"[0, 2]",False,3,True
conservative_09,"[0, 3]",False,4,True
conservative_09,"[0, 4]",True,5,True
conservative_09,"[0, 5]",True,6,True
conservative_09,"[0, 6]",True,7,True
conservative_09,"[1, 0]",False,1,True
conservative_09,"[1, 1]",False,2,True
conservative_09,"[1, 2]",False,3,True
conservative_09,"[1, 3]",True,4,True
conservative_09,"[1, 4]",True,5,True
conservative_09,"[1, 5]",True,6,True
conservative_09,"[2, 0]",False,1,True
conservative_09,"[2, 1]",False,3,True
conservative_09,"[2, 2]",True,4,True
conservative_09,"[2, 3]",True,5,True
conservative_09,"[2, 4]",True,6,True
conservative_09,"[3, 0]",False,1,True
conservative_09,"[3, 1]",True,4,True
conservative_09,"[3, 2]",True,5,True
conservative_09,"[3, 3]",True,6,True
conservative_09,"[4, 0]",False,1,True
conservative_09,"[4, 1]",True,5,True
conservative_09,"[4, 2]",True,6,True
conservative_09,"[5, 0]",False,1,True
conservative_09,"[5, 1]",True,6,True
conservative_09,"[6, 0]",False,1,True
conservative_10,"[0, 0]",False,1,True
conservative_10,"[0, 1]",False,1,True
conservative_10,"[0, 2]",True,2,True
conservative_10,"[0, 3]",True,3,True
conservative_10,"[0, 4]",True,4,True
conservative_10,"[0, 5]",True,5,True
conservative_10,"[0, 6]",True,6,True
conservative_10,"[1, 0]",True,1,True
conservative_10,"[1, 1]",True,1,True
conservative_10,"[1, 2]",True,2,True
conservative_10,"[1, 3]",True,3,True
conservative_10,"[1, 4]",True,4,True
conservative_10,"[1, 5]",True,5,True
conservative_10,"[2, 0]",True,1,True
conservative_10,"[2, 1]",True,1,True
conservative_10,"[2, 2]",True,2,True
conservative_10,"[2, 3]",True,3,True
conservative_10,"[2, 4]",True,4,True
conservative_10,"[3, 0]",True,1,True
conservative_10,"[3, 1]",True,1,True
conservative_10,"[3, 2]",True,2,True
conservative_10,"[3, 3]",True,3,True
conservative_10,"[4, 0]",True,1,True
conservative_10,"[4, 1]",True,1,True
conservative_10,"[4, 2]",True,2,True
conservative_10,"[5, 0]",True,1,True
conservative_10,"[5, 1]",True,1,True
conservative_10,"[6, 0]",True,1,True
conservative_11,"[0, 0]",False,1,True
conservative_11,"[0, 1]",False,1,True
conservative_11,"[0, 2]",False,2,True
conservative_11,"[0, 3]",True,3,True
conservative_11,"[0, 4]",True,4,True
conservative_11,"[0, 5]",True,5,True
conservative_11,"[0, 6]",True,6,True
conservative_11,"[1, 0]",False,1,True
conservative_11,"[1, 1]",False,1,True
conservative_11,"[1, 2]",True,3,True
conservative_11,"[1, 3]",True,4,True
conservative_11,"[1, 4]",True,5,True
conservative_11,"[1, 5]",True,6,True
conservative_11,"[2, 0]",True,3,True
conservative_11,"[2, 1]",True,3,True
conservative_11,"[2, 2]",True,4,True
conservative_11,"[2, 3]",True,5,True
conservative_11,"[2, 4]",True,6,True
conservative_11,"[3, 0]",True,4,True
conservative_11,"[3, 1]",True,4,True
conservative_11,"[3, 2]",True,5,True
conservative_11,"[3, 3]",True,6,True
conservative_11,"[4, 0]",True,5,True
conservative_11,"[4, 1]",True,5,True
conservative_11,"[4, 2]",True,6,True
conservative_11,"[5, 0]",True,6,True
conservative_11,"[5, 1]",True,6,True
conservative_11,"[6, 0]",True,7,True
conservative_12,"[0, 0]",False,1,True
conservative_12,"[0, 1]",False,1,True
conservative_12,"[0, 2]",False,1,True
conservative_12,"[0, 3]",False,1,True
conservative_12,"[0, 4]",False,1,True
conservative_12,"[0, 5]",False,1,True
conservative_12,"[0, 6]",False,1,True
conservative_12,"[1, 0]",False,1,True
conservative_12,"[1, 1]",False,2,True
conservative_12,"[1, 2]",False,2,True
conservative_12,"[1, 3]",True,2,True
conservative_12,"[1, 4]",True,2,True
conservative_12,"[1, 5]",True,2,True
conservative_12,"[2, 0]",False,3,True
conservative_12,"[2, 1]",True,3,True
conservative_12,"[2, 2]",True,3,True
conservative_12,"[2, 3]",True,3,True
conservative_12,"[2, 4]",True,3,True
conservative_12,"[3, 0]",True,4,True
conservative_12,"[3, 1]",True,4,True
conservative_12,"[3, 2]",True,4,True
conservative_12,"[3, 3]",True,4,True
conservative_12,"[4, 0]",True,5,True
conservative_12,"[4, 1]",True,5,True
conservative_12,"[4, 2]",True,5,True
conservative_12,"[5, 0]",True,6,True
conservative_12,"[5, 1]",True,6,True
conservative_12,"[6, 0]",True,7,True
conservative_13,"[0, 0]",False,1,True
conservative_13,"[0, 1]",False,1,True
conservative_13,"[0, 2]",False,1,True
conservative_13,"[0, 3]",False,1,True
conservative_13,"[0, 4]",False,1,True
conservative_13,"[0, 5]",False,1,True
conservative_13,"[0, 6]",False,1,True
conservative_13,"[1, 0]",False,1,True
conservative_13,"[1, 1]",False,2,True
conservative_13,"[1, 2]",False,3,True
conservative_13,"[1, 3]",False,4,True
conservative_13,"[1, 4]",True,5,True
conservative_13,"[1, 5]",True,6,True
conservative_13,"[2, 0]",False,1,True
conservative_13,"[2, 1]",False,2,True
conservative_13,"[2, 2]",False,3,True
conservative_13,"[2, 3]",True,4,True
conservative_13,"[2, 4]",True,5,True
conservative_13,"[3, 0]",False,1,True
conservative_13,"[3, 1]",False,2,True
conservative_13,"[3, 2]",True,3,True
conservative_13,"[3, 3]",True,4,True
conservative_13,"[4, 0]",False,1,True
conservative_13,"[4, 1]",False,2,True
conservative_13,"[4, 2]",True,3,True
conservative_13,"[5, 0]",False,1,True
conservative_13,"[5, 1]",False,2,True
conservative_13,"[6, 0]",False,1,True
conservative_14,"[0, 0]",False,1,True
conservative_14,"[0, 1]",False,1,True
conservative_14,"[0, 2]",False,1,True
conservative_14,"[0, 3]",False,1,True
conservative_14,"[0, 4]",False,1,True
conservative_14,"[0, 5]",False,1,True
conservative_14,"[0, 6]",False,1,True
conservative_14,"[1, 0]",False,2,True
conservative_14,"[1, 1]",False,2,True
conservative_14,"[1, 2]",False,2,True
conservative_14,"[1, 3]",False,2,True
conservative_14,"[1, 4]",False,2,True
conservative_14,"[1, 5]",False,2,True
conservative_14,"[2, 0]",False,3,True
conservative_14,"[2, 1]",False,3,True
conservative_14,"[2, 2]",False,3,True
conservative_14,"[2, 3]",False,3,True
conservative_14,"[2, 4]",False,3,True
conservative_14,"[3, 0]",False,4,True
conservative_14,"[3, 1]",True,4,True
conservative_14,"[3, 2]",True,4,True
conservative_14,"[3, 3]",True,4,True
conservative_14,"[4, 0]",True,5,True
conservative_14,"[4, 1]",True,5,True
conservative_14,"[4, 2]",True,5,True
conservative_14,"[5, 0]",True,6,True
conservative_14,"[5, 1]",True,6,True
conservative_14,"[6, 0]",True,7,True
conservative_15,"[0, 0]",False,1,True
conservative_15,"[0, 1]",False,1,True
conservative_15,"[0, 2]",False,1,True
conservative_15,"[0, 3]",False,1,True
conservative_15,"[0, 4]",False,1,True
conservative_15,"[0, 5]",False,1,True
conservative_15,"[0, 6]",False,1,True
conservative_15,"[1, 0]",True,1,True
conservative_15,"[1, 1]",True,2,True
conservative_15,"[1, 2]",True,3,True
conservative_15,"[1, 3]",True,4,True
conservative_15,"[1, 4]",True,5,True
conservative_15,"[1, 5]",True,6,True
conservative_15,"[2, 0]",True,1,True
conservative_15,"[2, 1]",True,2,True
conservative_15,"[2, 2]",True,3,True
conservative_15,"[2, 3]",True,4,True
conservative_15,"[2, 4]",True,5,True
conservative_15,"[3, 0]",True,1,True
conservative_15,"[3, 1]",True,2,True
conservative_15,"[3, 2]",True,3,True
conservative_15,"[3, 3]",True,4,True
conservative_15,"[4, 0]",True,1,True
conservative_15,"[4, 1]",True,2,True
conservative_15,"[4, 2]",True,3,True
conservative_15,"[5, 0]",True,1,True
conservative_15,"[5, 1]",True,2,True
conservative_15,"[6, 0]",True,1,True
conservative_16,"[0, 0]",False,1,True
conservative_16,"[0, 1]",False,1,True
conservative_16,"[0, 2]",False,1,True
conservative_16,"[0, 3]",False,1,True
conservative_16,"[0, 4]",False,1,True
conservative_16,"[0, 5]",False,1,True
conservative_16,"[0, 6]",False,1,True
conservative_16,"[1, 0]",True,1,True
conservative_16,"[1, 1]",True,1,True
conservative_16,"[1, 2]",True,1,True
conservative_16,"[1, 3]",True,1,True
conservative_16,"[1, 4]",True,1,True
conservative_16,"[1, 5]",True,1,True
conservative_16,"[2, 0]",True,1,True
conservative_16,"[2, 1]",True,1,True
conservative_16,"[2, 2]",True,1,True
conservative_16,"[2, 3]",True,1,True
conservative_16,"[2, 4]",True,1,True
conservative_16,"[3, 0]",True,1,True
conservative_16,"[3, 1]",True,1,True
conservative_16,"[3, 2]",True,1,True
conservative_16,"[3, 3]",True,1,True
conservative_16,"[4, 0]",True,1,True
conservative_16,"[4, 1]",True,1,True
conservative_16,"[4, 2]",True,1,True
conservative_16,"[5, 0]",True,1,True
conservative_16,"[5, 1]",True,1,True
conservative_16,"[6, 0]",True,1,True
conservative_17,"[0, 0]",False,1,True
conservative_17,"[0, 1]",False,1,True
conservative_17,"[0, 2]",False,1,True
conservative_17,"[0, 3]",False,1,True
conservative_17,"[0, 4]",False,1,True
conservative_17,"[0, 5]",False,1,True
conservative_17,"[0, 6]",False,1,True
conservative_17,"[1, 0]",False,1,True
conservative_17,"[1, 1]",False,2,True
conservative_17,"[1, 2]",True,2,True
conservative_17,"[1, 3]",True,2,True
conservative_17,"[1, 4]",True,2,True
conservative_17,"[1, 5]",True,2,True
conservative_17,"[2, 0]",False,1,True
conservative_17,"[2, 1]",True,3,True
conservative_17,"[2, 2]",True,3,True
conservative_17,"[2, 3]",True,3,True
conservative_17,"[2, 4]",True,3,True
conservative_17,"[3, 0]",True,1,True
conservative_17,"[3, 1]",True,4,True
conservative_17,"[3, 2]",True,4,True
conservative_17,"[3, 3]",True,4,True
conservative_17,"[4, 0]",True,1,True
conservative_17,"[4, 1]",True,5,True
conservative_17,"[4, 2]",True,5,True
conservative_17,"[5, 0]",True,1,True
conservative_17,"[5, 1]",True,6,True
conservative_17,"[6, 0]",True,1,True
conservative_18,"[0, 0]",False,1,True
conservative_18,"[0, 1]",False,1,True
conservative_18,"[0, 2]",False,1,True
conservative_18,"[0, 3]",False,1,True
conservative_18,"[0, 4]",False,1,True
conservative_18,"[0, 5]",False,1,True
conservative_18,"[0, 6]",False,1,True
conservative_18,"[1, 0]",False,2,True
conservative_18,"[1, 1]",False,2,True
conservative_18,"[1, 2]",True,3,True
conservative_18,"[1, 3]",True,4,True
conservative_18,"[1, 4]",True,5,True
conservative_18,"[1, 5]",True,6,True
conservative_18,"[2, 0]",False,3,True
conservative_18,"[2, 1]",True,3,True
conservative_18,"[2, 2]",True,4,True
conservative_18,"[2, 3]",True,5,True
conservative_18,"[2, 4]",True,6,True
conservative_18,"[3, 0]",True,4,True
conservative_18,"[3, 1]",True,4,True
conservative_18,"[3, 2]",True,5,True
conservative_18,"[3, 3]",True,6,True
conservative_18,"[4, 0]",True,5,True
conservative_18,"[4, 1]",True,5,True
conservative_18,"[4, 2]",True,6,True
conservative_18,"[5, 0]",True,6,True
conservative_18,"[5, 1]",True,6,True
conservative_18,"[6, 0]",True,7,True
conservative_19,"[0, 0]",False,1,True
conservative_19,"[0, 1]",False,2,True
conservative_19,"[0, 2]",False,3,True
conservative_19,"[0, 3]",False,4,True
conservative_19,"[0, 4]",False,5,True
conservative_19,"[0, 5]",True,6,True
conservative_19,"[0, 6]",True,7,True
conservative_19,"[1, 0]",False,1,True
conservative_19,"[1, 1]",False,3,True
conservative_19,"[1, 2]",False,4,True
conservative_19,"[1, 3]",False,5,True
conservative_19,"[1, 4]",True,6,True
conservative_19,"[1, 5]",True,7,True
conservative_19,"[2, 0]",False,1,True
conservative_19,"[2, 1]",False,4,True
conservative_19,"[2, 2]",False,5,True
conservative_19,"[2, 3]",True,6,True
conservative_19,"[2, 4]",True,7,True
conservative_19,"[3, 0]",False,1,True
conservative_19,"[3, 1]",False,5,True
conservative_19,"[3, 2]",True,6,True
conservative_19,"[3, 3]",True,7,True
conservative_19,"[4, 0]",False,1,True
conservative_19,"[4, 1]",True,6,True
conservative_19,"[4, 2]",True,7,True
conservative_19,"[5, 0]",False,1,True
conservative_19,"[5, 1]",True,7,True
conservative_19,"[6, 0]",False,1,True
conservative_20,"[0, 0, 0]",False,1,True
conservative_20,"[0, 0, 1]",False,2,True
conservative_20,"[0, 0, 2]",False,3,True
conservative_20,"[0, 0, 3]",False,4,True
conservative_20,"[0, 0, 4]",False,5,True
conservative_20,"[0, 0, 5]",False,6,True
conservative_20,"[0, 0, 6]",False,7,True
conservative_20,"[0, 1, 0]",False,1,True
conservative_20,"[0, 1, 1]",False,2,True
conservative_20,"[0, 1, 2]",False,3,True
conservative_20,"[0, 1, 3]",False,4,True
conservative_20,"[0, 1, 4]",False,5,True
conservative_20,"[0, 1, 5]",False,6,True
conservative_20,"[0, 2, 0]",False,1,True
conservative_20,"[0, 2, 1]",False,2,True
conservative_20,"[0, 2, 2]",False,3,True
conservative_20,"[0, 2, 3]",False,4,True
conservative_20,"[0, 2, 4]",False,5,True
conservative_20,"[0, 3, 0]",False,1,True
conservative_20,"[0, 3, 1]",False,2,True
conservative_20,"[0, 3, 2]",False,3,True
conservative_20,"[0, 3, 3]",False,4,True
conservative_20,"[0, 4, 0]",False,1,True
conservative_20,"[0, 4, 1]",False,2,True
conservative_20,"[0, 4, 2]",False,3,True
conservative_20,"[0, 5, 0]",False,1,True
conservative_20,"[0, 5, 1]",False,2,True
conservative_20,"[0, 6, 0]",False,1,True
conservative_20,"[1, 0, 0]",False,3,True
conservative_20,"[1, 0, 1]",False,5,True
conservative_20,"[1, 0, 2]",False,7,True
conservative_20,"[1, 0, 3]",False,9,True
conservative_20,"[1, 0, 4]",False,11,True
conservative_20,"[1, 0, 5]",True,13,True
conservative_20,"[1, 1, 0]",False,3,True
conservative_20,"[1, 1, 1]",False,5,True
conservative_20,"[1, 1, 2]",False,7,True
conservative_20,"[1, 1, 3]",False,9,True
conservative_20,"[1, 1, 4]",True,11,True
conservative_20,"[1, 2, 0]",False,4,True
conservative_20,"[1, 2, 1]",False,6,True
conservative_20,"[1, 2, 2]",False,8,True
conservative_20,"[1, 2, 3]",True,10,True
conservative_20,"[1, 3, 0]",False,4,True
conservative_20,"[1, 3, 1]",False,6,True
conservative_20,"[1, 3, 2]",True,8,True
conservative_20,"[1, 4, 0]",False,4,True
conservative_20,"[1, 4, 1]",False,6,True
conservative_20,"[1, 5, 0]",False,4,True
conservative_20,"[2, 0, 0]",False,6,True
conservative_20,"[2, 0, 1]",False,9,True
conservative_20,"[2, 0, 2]",True,12,True
conservative_20,"[2, 0, 3]",True,15,True
conservative_20,"[2, 0, 4]",True,18,True
conservative_20,"[2, 1, 0]",False,6,True
conservative_20,"[2, 1, 1]",True,9,True
conservative_20,"[2, 1, 2]",True,12,True
conservative_20,"[2, 1, 3]",True,15,True
conservative_20,"[2, 2, 0]",True,8,True
conservative_20,"[2, 2, 1]",True,11,True
conservative_20,"[2, 2, 2]",True,14,True
conservative_20,"[2, 3, 0]",True,9,True
conservative_20,"[2, 3, 1]",True,12,True
conservative_20,"[2, 4, 0]",True,9,True
conservative_20,"[3, 0, 0]",False,10,True
conservative_20,"[3, 0, 1]",True,14,True
conservative_20,"[3, 0, 2]",True,18,True
conservative_20,"[3, 0, 3]",True,22,True
conservative_20,"[3, 1, 0]",True,10,True
conservative_20,"[3, 1, 1]",True,14,True
conservative_20,"[3, 1, 2]",True,18,True
conservative_20,"[3, 2, 0]",True,13,True
conservative_20,"[3, 2, 1]",True,17,True
conservative_20,"[3, 3, 0]",True,15,True
conservative_20,"[4, 0, 0]",True,15,True
conservative_20,"[4, 0, 1]",True,20,True
conservative_20,"[4, 0, 2]",True,25,True
conservative_20,"[4, 1, 0]",True,15,True
conservative_20,"[4, 1, 1]",True,20,True
conservative_20,"[4, 2, 0]",True,19,True
conservative_20,"[5, 0, 0]",True,21,True
conservative_20,"[5, 0, 1]",True,27,True
conservative_20,"[5, 1, 0]",True,21,True
conservative_20,"[6, 0, 0]",True,28,True
conservative_21,"[0, 0, 0]",False,1,True
conservative_21,"[0, 0, 1]",False,1,True
conservative_21,"[0, 0, 2]",False,1,True
conservative_21,"[0, 0, 3]",False,1,True
conservative_21,"[0, 0, 4]",False,1,True
conservative_21,"[0, 0, 5]",False,1,True
conservative_21,"[0, 0, 6]",False,1,True
conservative_21,"[0, 1, 0]",False,1,True
conservative_21,"[0, 1, 1]",False,1,True
conservative_21,"[0, 1, 2]",False,1,True
conservative_21,"[0, 1, 3]",False,1,True
conservative_21,"[0, 1, 4]",False,1,True
conservative_21,"[0, 1, 5]",False,1,True
conservative_21,"[0, 2, 0]",False,1,True
conservative_21,"[0, 2, 1]",False,1,True
conservative_21,"[0, 2, 2]",False,1,True
conservative_21,"[0, 2, 3]",False,1,True
conservative_21,"[0, 2, 4]",False,1,True
conservative_21,"[0, 3, 0]",True,1,True
conservative_21,"[0, 3, 1]",True,1,True
conservative_21,"[0, 3, 2]",True,1,True
conservative_21,"[0, 3, 3]",True,1,True
conservative_21,"[0, 4, 0]",True,1,True
conservative_21,"[0, 4, 1]",True,1,True
conservative_21,"[0, 4, 2]",True,1,True
conservative_21,"[0, 5, 0]",True,1,True
conservative_21,"[0, 5, 1]",True,1,True
conservative_21,"[0, 6, 0]",True,1,True
conservative_21,"[1, 0, 0]",True,1,True
conservative_21,"[1, 0, 1]",True,1,True
conservative_21,"[1, 0, 2]",True,1,True
conservative_21,"[1, 0, 3]",True,1,True
conservative_21,"[1, 0, 4]",True,1,True
conservative_21,"[1, 0, 5]",True,1,True
conservative_21,"[1, 1, 0]",True,2,True
